ID,Region,VISN,AdminParent,StationNumber,MHClinicPhone,MHPhone,Extension,OfficialStationName,POC Email,Status,Modified,Created,AddedToOutbox
355,3,V10,757,757GB,6142575808,614-257-5808,NULL,Grove City VA Clinic,kimberly.smeltzer@va.gov,UPDATED,2019-09-18 17:31:15.000,2016-10-19 09:38:41.000,2019-09-20 13:00:21.273
356,3,V10,757,757GC,6142575200,614-257-5200,2694,Marion VA Clinic,kimberly.smeltzer@va.gov,UPDATED,2019-09-19 10:40:22.000,2016-10-19 09:39:19.000,2019-09-20 13:00:21.273
357,3,V10,757,757GD,6142575917,614-257-5917,NULL,Newark VA Clinic,kimberly.smeltzer@va.gov,UPDATED,2019-09-18 17:26:00.000,2016-10-19 09:40:01.000,2019-09-20 13:00:21.273
358,3,V10,757,757QC,6142575631,614-257-5631,NULL,Columbus VA Clinic,marc.clemente@va.gov,UPDATED,2019-09-18 17:26:00.000,2016-10-19 09:40:55.000,2019-09-20 13:00:21.273
359,1,V05,512,512,4106057000,410-605-7000,57360,Baltimore VA Medical Center,joshua.semiatin@va.gov,UPDATED,2019-09-18 13:36:40.000,2016-10-19 10:05:15.000,2019-09-20 13:00:21.273
360,1,V05,512,512A5,4106422411,410-642-2411,25679,Perry Point VA Medical Center,joshua.semiatin@va.gov,UPDATED,2019-09-18 13:53:46.000,2016-10-19 10:07:04.000,2019-09-20 13:00:21.273
361,3,V15,657,657A5,6189975311,618-997-5311,54410,Marion VA Medical Center,dale.horaz@va.gov,UPDATED,2019-09-14 19:21:06.000,2016-10-19 10:11:27.000,2019-09-20 13:00:21.273
362,1,V05,512,512GA,4102286243,410-228-6243,4144,Cambridge VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:19.000,2016-10-19 10:13:05.000,2019-09-20 13:00:21.273
363,1,V05,512,512GD,4106057000,410-605-7000,53978,Loch Raven VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:19.000,2016-10-19 10:14:04.000,2019-09-20 13:00:21.273
364,1,V05,512,512GC,4105904140,410-590-4140,4248,Glen Burnie VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:38.000,2016-10-19 10:14:47.000,2019-09-20 13:00:21.273
365,1,V05,512,512GE,4109576908,410-957-6908,NULL,Pocomoke City VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:19.000,2016-10-19 10:15:24.000,2019-09-20 13:00:21.273
366,1,V05,512,512GG,4103055300,410-305-5300,5323,Fort Meade VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:19.000,2016-10-19 10:15:58.000,2019-09-20 13:00:21.273
367,1,V05,512,512GF,4436906939,443-690-6939,NULL,Fort Howard VA Clinic,matthew.raney@va.gov,UPDATED,2019-09-18 13:36:19.000,2016-10-19 10:27:27.000,2019-09-20 13:00:21.273
368,5,V21,593,593,7027919062,702-791-9062,NULL,Las Vegas VA Medical Center,diane.beleau@va.gov,UPDATE DUE,2019-09-20 09:42:07.000,2016-10-19 10:40:53.000,2019-09-20 13:00:21.273
369,5,V20,463,463,9072574854,907-257-4854,NULL,Anchorage VA Medical Center,christy.weeks@va.gov,UPDATED,2019-09-16 18:00:23.000,2016-10-19 10:50:41.000,2019-09-20 13:00:21.273
370,5,V20,463,463GB,9073954119,907-395-4119,NULL,Kenai VA Clinic,christy.weeks@va.gov,UPDATED,2019-09-16 18:00:33.000,2016-10-19 10:52:38.000,2019-09-20 13:00:21.273
371,5,V20,463,463GA,9073616370,907-361-6370,NULL,Fairbanks VA Clinic,christy.weeks@va.gov,UPDATED,2019-09-16 18:00:24.000,2016-10-19 10:53:30.000,2019-09-20 13:00:21.273
372,5,V20,463,463GC,9076313140,907-631-3140,NULL,Mat-Su VA Clinic,christy.weeks@va.gov,UPDATED,2019-09-02 18:00:23.000,2016-10-19 10:54:19.000,2019-09-20 13:00:21.273
373,1,V04,460,460GA,3029942511,302-994-2511,2300,Sussex County VA Clinic,bruce.moyer@va.gov,UPDATED,2019-09-17 00:35:28.000,2016-10-19 10:58:03.000,2019-09-20 13:00:21.273
374,1,V04,460,460,3029942511,302-994-2511,4805,Wilmington VA Medical Center,kim.sivak@va.gov,UPDATED,2019-09-17 00:35:26.000,2016-10-19 10:58:56.000,2019-09-20 13:00:21.273
375,1,V04,460,460GC,3029942511,302-994-2511,2300,Kent County VA Clinic,bruce.moyer@va.gov,UPDATED,2019-08-27 00:30:44.000,2016-10-19 10:59:49.000,2019-09-20 13:00:21.273
376,1,V04,460,460GD,3029942511,302-994-2511,4805,Cape May County VA Clinic,jennette.mack-allen@va.gov,UPDATE DUE,2019-09-15 01:55:56.000,2016-10-19 11:00:59.000,2019-09-20 13:00:21.273
377,1,V04,460,460HE,3029942511,302-994-2511,2811,Atlantic County VA Clinic,cori-ann.feiner-escoto@va.gov,UPDATED,2019-09-15 02:01:46.000,2016-10-19 11:01:47.000,2019-09-20 13:00:21.273
378,1,V04,460,460HG,3029942511,302-994-2511,4805,Cumberland County VA Clinic,jennette.mack-allen@va.gov,UPDATE DUE,2019-09-15 01:58:58.000,2016-10-19 11:02:26.000,2019-09-20 13:00:21.273
379,5,V22,501,501,5052651711,505-265-1711,2150,Raymond G. Murphy Department of Veterans Affairs Medical Center,wayland.strickland@va.gov,PENDING POC,2018-07-27 19:25:05.000,2016-10-19 11:03:45.000,2019-09-20 13:00:21.273
380,5,V22,664,664,8586423991,858-642-3991,NULL,San Diego VA Medical Center,adam.thompson2@va.gov,PENDING POC,2018-07-27 19:24:58.000,2016-10-19 11:43:25.000,2019-09-20 13:00:21.273
381,5,V22,664,664BY,6194005171,619-400-5171,NULL,Mission Valley VA Clinic,adam.thompson2@va.gov,PENDING POC,2018-07-27 21:43:34.000,2016-10-19 11:44:36.000,2019-09-20 13:00:21.273
382,5,V22,664,664GB,7604662080,760-466-2080,NULL,Oceanside VA Clinic,adam.thompson2@va.gov,PENDING POC,2018-07-27 21:58:32.000,2016-10-19 11:49:04.000,2019-09-20 13:00:21.273
383,5,V22,678,678GA,5204591529,520-459-1529,NULL,Sierra Vista VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-09-16 10:26:42.000,2016-10-19 11:49:14.000,2019-09-20 13:00:21.273
384,5,V22,664,664GC,6194766060,619-476-6060,NULL,Chula Vista VA Clinic,adam.thompson2@va.gov,PENDING POC,2018-07-27 21:57:46.000,2016-10-19 11:49:38.000,2019-09-20 13:00:21.273
385,5,V22,664,664GD,7604667032,760-466-7032,NULL,Escondido VA Clinic,adam.thompson2@va.gov,PENDING POC,2018-07-27 22:14:49.000,2016-10-19 11:50:07.000,2019-09-20 13:00:21.273
386,5,V22,664,664GA,4422651525,442-265-1525,NULL,Imperial Valley VA Clinic,adam.thompson2@va.gov,PENDING POC,2018-07-27 21:35:55.000,2016-10-19 11:52:37.000,2019-09-20 13:00:21.273
387,5,V22,678,678GB,9283179973,928-317-9973,NULL,Yuma VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-09-15 02:50:23.000,2016-10-19 11:54:45.000,2019-09-20 13:00:21.273
388,5,V22,678,678GC,5208362536,520-836-2536,NULL,Casa Grande VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-09-14 20:40:59.000,2016-10-19 11:55:17.000,2019-09-20 13:00:21.273
389,5,V22,678,678GD,9284288010,928-428-8010,NULL,Safford VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-09-15 02:55:53.000,2016-10-19 11:55:48.000,2019-09-20 13:00:21.273
390,5,V22,678,678GE,5203992291,520-399-2291,NULL,Green Valley VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-08-31 20:45:22.000,2016-10-19 11:56:11.000,2019-09-20 13:00:21.273
391,5,V22,678,678GF,5202192418,520-219-2418,NULL,Northwest Tucson VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-09-16 10:26:42.000,2016-10-19 11:56:35.000,2019-09-20 13:00:21.273
392,5,V22,678,678GG,5206641831,520-664-1831,NULL,Southeast Tucson VA Clinic,cynthia.coffel@va.gov,UPDATED,2019-08-12 10:08:46.000,2016-10-19 11:57:02.000,2019-09-20 13:00:21.273
393,3,V15,657,657A4,8885578262,888-557-8262,NULL,John J. Pershing Veterans' Administration Medical Center,carrie.whiteley@va.gov,UPDATED,2019-09-14 19:21:08.000,2016-10-19 12:37:17.000,2019-09-20 13:00:21.273
394,3,V10,539,539A4,8595726202,859-572-6202,NULL,Cincinnati VA Medical Center-Fort Thomas,pauline.lloyd@va.gov,UPDATED,2019-09-15 02:25:32.000,2016-10-19 12:48:19.000,2019-09-20 13:00:21.273
395,3,V10,539,539,5134756325,513-475-6325,NULL,Cincinnati VA Medical Center,pauline.lloyd@va.gov,UPDATED,2019-09-18 16:56:09.000,2016-10-19 12:53:05.000,2019-09-20 13:00:21.273
396,3,V10,539,539GA,8593923840,859-392-3840,3852,Bellevue VA Clinic,suzan.barrett@va.gov; janell.giannitelli@va.gov,UPDATED,2019-09-18 16:50:57.000,2016-10-19 12:55:44.000,2019-09-20 13:00:21.273
397,3,V10,539,539GB,5138613100,513-861-3100,3622,Clermont County VA Clinic,suzan.barrett@va.gov; christine.heing@va.gov,UPDATE DUE,2019-09-11 16:50:48.000,2016-10-19 12:56:31.000,2019-09-20 13:00:21.273
398,3,V10,539,539GC,8125392313,812-539-2313,NULL,Dearborn VA Clinic,suzan.barrett@va.gov,UPDATE DUE,2019-09-11 16:50:47.000,2016-10-19 13:05:11.000,2019-09-20 13:00:21.273
399,3,V10,539,539GD,8592824497,859-282-4497,NULL,Florence VA Clinic,suzan.barrett@va.gov; erica.smith4@va.gov,UPDATED,2019-09-18 16:50:47.000,2016-10-19 13:05:40.000,2019-09-20 13:00:21.273
400,3,V10,539,539GE,5138709444,513-870-9444,1572,Hamilton VA Clinic,daniel.glynn@va.gov,UPDATED,2019-09-15 02:25:33.000,2016-10-19 13:06:12.000,2019-09-20 13:00:21.273
401,3,V10,539,539GF,9373783413,937-378-3413,2981,Georgetown VA Clinic,suzan.barrett@va.gov; janice.steele2@va.gov,UPDATED,2019-09-18 16:50:55.000,2016-10-19 13:06:40.000,2019-09-20 13:00:21.273
402,1,V02,528,528A8,5186265339,518-626-5339,NULL,Samuel S. Stratton Department of Veterans Affairs Medical Center,deborah.heinmiller@va.gov,UPDATE DUE,2019-09-15 01:00:51.000,2016-10-19 13:32:03.000,2019-09-20 13:00:21.273
403,1,V02,528,528G3,5186265398,518-626-5398,NULL,Bainbridge VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-08 01:01:12.000,2016-10-19 13:40:03.000,2019-09-20 13:00:21.273
404,1,V02,528,528G2,5186265398,518-626-5398,NULL,Westport VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-15 01:05:33.000,2016-10-19 13:42:12.000,2019-09-20 13:00:21.273
405,1,V02,528,528G6,5186265398,518-626-5398,NULL,Fonda VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-15 01:05:39.000,2016-10-19 13:43:25.000,2019-09-20 13:00:21.273
406,1,V02,528,528GT,5186265398,518-626-5398,NULL,Glens Falls VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-17 00:10:32.000,2016-10-19 13:45:27.000,2019-09-20 13:00:21.273
407,1,V02,528,528GV,5186265398,518-626-5398,NULL,Plattsburgh VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-15 01:01:53.000,2016-10-19 13:47:59.000,2019-09-20 13:00:21.273
408,1,V02,528,528GZ,5186265398,518-626-5398,NULL,Kingston VA Clinic,karen.sheehan@va.gov,UPDATED,2019-09-17 00:12:56.000,2016-10-19 13:49:28.000,2019-09-20 13:00:21.273
409,3,V12,556,556,2246103744,224-610-3744,NULL,Captain James A. Lovell Federal Health Care Center,shari.kennedy@va.gov,UPDATED,2019-09-16 12:17:43.000,2016-10-19 14:14:42.000,2019-09-20 13:00:21.273
410,3,V10,583,583,3179882770,317-988-2770,NULL,Richard L. Roudebush Veterans' Administration Medical Center,indmhadminoffice@va.gov,UPDATED,2019-09-18 17:15:01.000,2016-10-19 14:45:04.000,2019-09-20 13:00:21.273
411,3,V10,583,583GA,3179882770,317-988-2770,NULL,Terre Haute VA Clinic,indmhadminoffice@va.gov,UPDATED,2019-09-08 02:25:25.000,2016-10-19 14:45:48.000,2019-09-20 13:00:21.273
412,3,V10,583,583GB,3179882770,317-988-2770,NULL,Bloomington VA Clinic,indmhadminoffice@va.gov,UPDATED,2019-09-18 17:15:00.000,2016-10-19 14:46:29.000,2019-09-20 13:00:21.273
413,3,V10,583,583GF,3179882770,317-988-2770,NULL,Wakeman VA Clinic,indmhadminoffice@va.gov,UPDATED,2019-09-18 17:15:55.000,2016-10-19 14:47:15.000,2019-09-20 13:00:21.273
414,3,V10,583,583GC,3179882770,317-988-2770,NULL,Martinsville VA Clinic,indmhadminoffice@va.gov,UPDATED,2019-09-18 17:14:59.000,2016-10-19 14:53:16.000,2019-09-20 13:00:21.273
415,1,V01,523,523,8573645647,857-364-5647,NULL,Jamaica Plain VA Medical Center,laila.swydan@va.gov,UPDATED,2019-09-09 07:52:29.000,2016-10-19 14:56:56.000,2019-09-20 13:00:21.273
416,1,V01,523,523A5,7748261778,774-826-1778,NULL,Brockton VA Medical Center,shimrit.black@va.gov,UPDATED,2019-09-15 00:56:31.000,2016-10-19 14:58:50.000,2019-09-20 13:00:21.273
417,1,V01,523,523BZ,6172481071,617-248-1071,NULL,Causeway VA Clinic,chris.makary@va.gov,UPDATE DUE,2019-09-13 22:30:31.000,2016-10-19 15:00:28.000,2019-09-20 13:00:21.273
418,1,V01,523,523BY,9786719155,978-671-9155,NULL,Lowell VA Clinic,NULL,PENDING POC,2019-06-29 00:43:29.000,2016-10-19 15:02:01.000,2019-09-20 13:00:21.273
419,1,V01,689,689,2035168013,203-516-8013,NULL,West Haven VA Medical Center,joshua.bullock@va.gov,UPDATED,2019-09-16 13:15:31.000,2016-10-19 15:11:33.000,2019-09-20 13:00:21.273
420,5,V22,691,691,3102684449,310-268-4449,NULL,West Los Angeles VA Medical Center,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:53:31.000,2016-10-19 15:42:29.000,2019-09-20 13:00:21.273
421,5,V22,691,691GB,3102684449,310-268-4449,NULL,Santa Barbara VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:35:29.000,2016-10-19 15:46:16.000,2019-09-20 13:00:21.273
422,5,V22,691,691GL,3102684449,310-268-4449,NULL,Santa Maria VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:48:21.000,2016-10-19 15:48:20.000,2019-09-20 13:00:21.273
423,5,V22,691,691GD,3102684449,310-268-4449,NULL,Bakersfield VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:35:32.000,2016-10-19 15:52:26.000,2019-09-20 13:00:21.273
424,5,V22,691,691GM,3102684449,310-268-4449,NULL,Oxnard VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:35:15.000,2016-10-19 15:53:35.000,2019-09-20 13:00:21.273
425,5,V22,691,691GC,3102684449,310-268-4449,NULL,Gardena VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:53:16.000,2016-10-19 15:54:43.000,2019-09-20 13:00:21.273
426,4,V19,554,554,3033998020,303-399-8020,5687,Denver VA Medical Center,alfred.qualls@va.gov,UPDATE DUE,2019-09-14 19:55:12.000,2016-10-19 15:59:07.000,2019-09-20 13:00:21.273
427,4,V19,554,554GB,3033986387,303-398-6387,NULL,Aurora VA Clinic,risa.goldstein@va.gov,UPDATE DUE,2019-09-14 19:55:12.000,2016-10-19 16:00:24.000,2019-09-20 13:00:21.273
428,4,V19,554,554GC,3039142680,303-914-2680,NULL,Golden VA Clinic,"patricia.alexander@va.gov wrong email address, wrong person",PENDING POC,2019-05-11 19:45:55.000,2016-10-19 16:01:03.000,2019-09-20 13:00:21.273
429,5,V22,691,691GF,3102684449,310-268-4449,NULL,East Los Angeles VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:53:16.000,2016-10-19 16:02:51.000,2019-09-20 13:00:21.273
430,4,V19,554,554GE,7208575287,720-857-5287,NULL,PFC Floyd K. Lindstrom Department of Veterans Affairs Clinic,alfred.qualls@va.gov,UPDATE DUE,2019-09-15 02:36:29.000,2016-10-19 16:05:36.000,2019-09-20 13:00:21.273
431,4,V19,554,554GD,7195531000,719-553-1000,NULL,Pueblo VA Clinic,altan.hardcastle@va.gov,UPDATED,2019-09-01 02:35:56.000,2016-10-19 16:06:38.000,2019-09-20 13:00:21.273
432,4,V19,554,554GF,7195876800,719-587-6800,NULL,Alamosa VA Clinic,altan.hardcastle@va.gov,UPDATED,2019-09-09 18:25:30.000,2016-10-19 16:09:43.000,2019-09-20 13:00:21.273
433,5,V21,640,640,6506149997,650-614-9997,22234,Palo Alto VA Medical Center,christina.bondi@va.gov,UPDATED,2019-09-15 02:55:51.000,2016-10-19 16:11:24.000,2019-09-20 13:00:21.273
434,4,V19,554,554GG,7193835195,719-383-5195,NULL,La Junta VA Clinic,altan.hardcastle@va.gov,UPDATED,2019-09-15 02:38:18.000,2016-10-19 16:11:47.000,2019-09-20 13:00:21.273
435,5,V21,640,640A0,6506149997,650-614-9997,22234,Palo Alto VA Medical Center-Menlo Park,christina.bondi@va.gov,UPDATED,2019-09-15 02:52:56.000,2016-10-19 16:12:42.000,2019-09-20 13:00:21.273
436,5,V21,640,640A4,9253734700,925-373-4700,35396,Palo Alto VA Medical Center-Livermore,christina.bondi@va.gov,UPDATED,2019-09-15 02:52:55.000,2016-10-19 16:13:09.000,2019-09-20 13:00:21.273
437,5,V21,640,640BY,4085749100,408-574-9100,NULL,San Jose VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-14 20:26:05.000,2016-10-19 16:13:29.000,2019-09-20 13:00:21.273
438,5,V21,640,640GA,4085749100,408-574-9100,NULL,Capitola VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-14 20:30:52.000,2016-10-19 16:13:52.000,2019-09-20 13:00:21.273
439,5,V21,640,640GB,2095886000,209-588-6000,NULL,Sonora VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-15 02:51:56.000,2016-10-19 16:14:08.000,2019-09-20 13:00:21.273
440,5,V21,640,640GC,5107914000,510-791-4000,NULL,Fremont VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-14 20:26:03.000,2016-10-19 16:14:22.000,2019-09-20 13:00:21.273
441,5,V21,640,640HA,2099463400,209-946-3400,NULL,Stockton VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-15 02:52:39.000,2016-10-19 16:14:37.000,2019-09-20 13:00:21.273
442,5,V21,640,640HB,2095576200,209-557-6200,NULL,Modesto VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-01 02:46:17.000,2016-10-19 16:15:00.000,2019-09-20 13:00:21.273
443,5,V22,605,605GA,9098257084,909-825-7084,5085,Victorville VA Clinic,michael.dimarcojr@va.gov,UPDATE DUE,2019-09-06 22:15:44.000,2016-10-19 16:15:06.000,2019-09-20 13:00:21.273
444,5,V21,640,640HC,8318841000,831-884-1000,NULL,Monterey VA Clinic,christina.bondi@va.gov,UPDATED,2019-09-14 20:30:51.000,2016-10-19 16:15:25.000,2019-09-20 13:00:21.273
445,5,V22,605,605GB,9098257084,909-825-7084,5085,Murrieta VA Clinic,michael.dimarcojr@va.gov,UPDATE DUE,2019-09-06 20:50:47.000,2016-10-19 16:16:13.000,2019-09-20 13:00:21.273
446,5,V22,605,605GC,9098257084,909-825-7084,5085,Palm Desert VA Clinic,michael.dimarcojr@va.gov,UPDATE DUE,2019-09-06 22:25:40.000,2016-10-19 16:16:56.000,2019-09-20 13:00:21.273
447,5,V22,605,605GD,9098257084,909-825-7084,5085,Corona VA Clinic,michael.dimarcojr@va.gov,UPDATE DUE,2019-09-06 22:25:39.000,2016-10-19 16:17:46.000,2019-09-20 13:00:21.273
448,5,V22,605,605GE,9098257084,909-825-7084,5085,Rancho Cucamonga VA Clinic,michael.dimarcojr@va.gov,UPDATE DUE,2019-09-06 22:50:32.000,2016-10-19 16:18:42.000,2019-09-20 13:00:21.273
449,1,V01,523,523GA,9786719155,978-671-9155,NULL,Framingham VA Clinic,NULL,PENDING POC,2019-06-29 00:43:10.000,2016-10-19 16:28:14.000,2019-09-20 13:00:21.273
450,5,V22,691,691A4,3102684449,310-268-4449,NULL,Sepulveda VA Medical Center,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:35:41.000,2016-10-19 16:33:22.000,2019-09-20 13:00:21.273
451,5,V22,691,691GE,3102684449,310-268-4449,NULL,Los Angeles VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:35:41.000,2016-10-19 16:34:07.000,2019-09-20 13:00:21.273
452,5,V22,691,691GK,3102684449,310-268-4449,NULL,San Luis Obispo VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:48:40.000,2016-10-19 16:34:36.000,2019-09-20 13:00:21.273
453,5,V22,691,691GG,3102684449,310-268-4449,NULL,Antelope Valley VA Clinic,crystal.kibby@va.gov,PENDING POC,2018-07-27 21:44:03.000,2016-10-19 16:38:33.000,2019-09-20 13:00:21.273
454,5,V22,600,600,5628265603,562-826-5603,NULL,Long Beach VA Medical Center,francisco.vazquez2@va.gov,UPDATED,2019-09-14 20:30:38.000,2016-10-19 17:05:41.000,2019-09-20 13:00:21.273
455,5,V22,501,501G2,5052651711,505-265-1711,2150,Las Vegas VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 19:23:55.000,2016-10-19 17:10:42.000,2019-09-20 13:00:21.273
456,5,V22,501,501GB,5052651711,505-265-1711,2150,Farmington VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:23:59.000,2016-10-19 17:11:23.000,2019-09-20 13:00:21.273
457,5,V22,501,501GA,5052651711,505-265-1711,2150,Artesia VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:35:53.000,2016-10-19 17:11:24.000,2019-09-20 13:00:21.273
458,5,V22,501,501GC,5052651711,505-265-1711,2150,Silver City VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:59:16.000,2016-10-19 17:11:48.000,2019-09-20 13:00:21.273
459,5,V22,501,501GD,5052651711,505-265-1711,2150,Gallup VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:43:15.000,2016-10-19 17:12:17.000,2019-09-20 13:00:21.273
460,5,V22,501,501GE,5052651711,505-265-1711,2150,Espanola VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:48:48.000,2016-10-19 17:12:27.000,2019-09-20 13:00:21.273
461,5,V22,501,501GH,5052651711,505-265-1711,2150,Truth or Consequences VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 19:23:55.000,2016-10-19 17:13:20.000,2019-09-20 13:00:21.273
462,5,V22,501,501GM,5052651711,505-265-1711,2150,Northwest Metro VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:24:41.000,2016-10-19 17:13:45.000,2019-09-20 13:00:21.273
463,5,V22,501,501GI,5052651711,505-265-1711,2150,Alamogordo VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:52:53.000,2016-10-19 17:13:49.000,2019-09-20 13:00:21.273
464,5,V22,501,501GJ,5052651711,505-265-1711,6153,Durango VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 21:24:02.000,2016-10-19 17:14:15.000,2019-09-20 13:00:21.273
465,5,V22,501,501GK,5052651711,505-265-1711,2150,Santa Fe VA Clinic,wayland.strickland@va.gov,PENDING POC,2018-07-27 20:09:50.000,2016-10-19 17:15:31.000,2019-09-20 13:00:21.273
466,5,V22,644,644,6022222752,602-222-2752,7405,Carl T. Hayden Veterans' Administration Medical Center,ruth.grijalva@va.gov,UPDATE DUE,2019-09-15 02:51:38.000,2016-10-19 17:27:31.000,2019-09-20 13:00:21.273
467,5,V22,644,644BY,9285322559,928-532-2559,NULL,Southeast VA Clinic,pauline.dewenter2@va.gov,PENDING POC,2019-06-15 20:34:53.000,2016-10-19 17:32:16.000,2019-09-20 13:00:21.273
468,5,V22,644,644GA,6232512884,623-251-2884,NULL,Northwest VA Clinic,tymmothy.roy@va.gov,UPDATED,2019-06-08 20:25:41.000,2016-10-19 17:34:06.000,2019-09-20 13:00:21.273
469,5,V22,644,644GB,9285322542,928-532-2542,NULL,Show Low VA Clinic,walter.edwards2@va.gov,PENDING POC,2019-05-03 20:41:23.000,2016-10-19 17:35:01.000,2019-09-20 13:00:21.273
470,5,V22,644,644GE,6026336900,602-633-6900,NULL,Thunderbird VA Clinic,jose.mata@va.gov,UPDATE DUE,2019-09-14 20:35:35.000,2016-10-19 17:35:43.000,2019-09-20 13:00:21.273
471,5,V22,644,644GF,9284250027,928-425-0027,NULL,Globe VA Clinic,walter.edwards2@va.gov,PENDING POC,2019-05-03 22:01:03.000,2016-10-19 17:37:01.000,2019-09-20 13:00:21.273
472,5,V22,644,644GG,4805792205,480-579-2205,NULL,Northeast Phoenix VA Clinic,jose.mata@va.gov,UPDATE DUE,2019-09-14 20:35:34.000,2016-10-19 17:37:43.000,2019-09-20 13:00:21.273
473,5,V22,600,600GA,5628265603,562-826-5603,NULL,Anaheim VA Clinic,francisco.vazquez2@va.gov,UPDATED,2019-08-17 20:25:19.000,2016-10-19 17:52:09.000,2019-09-20 13:00:21.273
474,5,V22,600,600GB,5628265603,562-826-5603,NULL,Santa Ana VA Clinic,francisco.vazquez2@va.gov,UPDATED,2019-09-14 20:25:56.000,2016-10-19 17:56:07.000,2019-09-20 13:00:21.273
475,5,V22,600,600GC,5628265603,562-826-5603,NULL,Cabrillo VA Clinic,francisco.vazquez2@va.gov,UPDATED,2019-08-24 20:25:45.000,2016-10-19 17:58:19.000,2019-09-20 13:00:21.273
476,5,V22,600,600GD,5628265603,562-826-5603,NULL,Whittier VA Clinic,francisco.vazquez2@va.gov,UPDATED,2019-08-31 20:25:54.000,2016-10-19 17:59:09.000,2019-09-20 13:00:21.273
477,5,V22,600,600GE,5628265603,562-826-5603,NULL,Laguna Hills VA Clinic,francisco.vazquez2@va.gov,UPDATED,2019-08-31 20:25:53.000,2016-10-19 18:00:26.000,2019-09-20 13:00:21.273
478,1,V01,518,518,7816872347,781-687-2347,NULL,Edith Nourse Rogers Memorial Veterans' Hospital,susan.lambert@va.gov,UPDATED,2019-09-16 22:55:20.000,2016-10-20 08:25:43.000,2019-09-20 13:00:21.273
479,1,V01,518,518GA,7816872347,781-687-2347,NULL,Lynn VA Clinic,susan.lambert@va.gov,UPDATED,2019-09-16 23:01:51.000,2016-10-20 08:26:43.000,2019-09-20 13:00:21.273
480,1,V01,518,518GB,7816872347,781-687-2347,NULL,Haverhill VA Clinic,susan.lambert@va.gov,UPDATED,2019-09-16 23:01:52.000,2016-10-20 08:27:23.000,2019-09-20 13:00:21.273
481,3,V15,589,589A5,7853503111,785-350-3111,54335,Colmery-O'Neil Veterans' Administration Medical Center,alfred.mooney@va.gov,PENDING POC,2018-07-27 21:53:28.000,2016-10-20 08:38:47.000,2019-09-20 13:00:21.273
482,3,V15,589,589A6,9136822000,913-682-2000,53021,Dwight D. Eisenhower Department of Veterans Affairs Medical Center,alfred.mooney@va.gov,PENDING POC,2018-07-27 21:58:27.000,2016-10-20 08:39:24.000,2019-09-20 13:00:21.273
483,1,V04,693,693B4,5708243521,570-824-3521,34329,Allentown VA Clinic,john.ziomek@va.gov,UPDATED,2019-09-15 02:10:39.000,2016-10-20 08:43:16.000,2019-09-20 13:00:21.273
484,1,V04,693,693GA,5708243521,570-824-3521,32009,Sayre VA Clinic,john.ziomek@va.gov,UPDATED,2019-09-15 02:11:01.000,2016-10-20 08:44:49.000,2019-09-20 13:00:21.273
